last_updated,notes,rankings
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 88, 'dg_id': 25908, 'dg_skill_estimate': 0.423425045039735, 'owgr_rank': 130, 'player_name': 'Whaley, Vince', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 89, 'dg_id': 32330, 'dg_skill_estimate': 0.422413967410244, 'owgr_rank': 119, 'player_name': 'Clanton, Luke', 'primary_tour': 'AM'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 90, 'dg_id': 21944, 'dg_skill_estimate': 0.404484236292504, 'owgr_rank': 95, 'player_name': 'Moore, Taylor', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 91, 'dg_id': 19428, 'dg_skill_estimate': 0.403800244626244, 'owgr_rank': 88, 'player_name': 'Zalatoris, Will', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 92, 'dg_id': 25157, 'dg_skill_estimate': 0.402848769580788, 'owgr_rank': 103, 'player_name': 'Hodges, Lee', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 93, 'dg_id': 14013, 'dg_skill_estimate': 0.400224822849445, 'owgr_rank': 501, 'player_name': 'Tringale, Cameron', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'GER', 'datagolf_rank': 94, 'dg_id': 20722, 'dg_skill_estimate': 0.390431165079881, 'owgr_rank': 78, 'player_name': 'Schmid, Matti', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 95, 'dg_id': 16333, 'dg_skill_estimate': 0.381667286834015, 'owgr_rank': 115, 'player_name': 'Hubbard, Mark', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 96, 'dg_id': 12577, 'dg_skill_estimate': 0.378819095371338, 'owgr_rank': 93, 'player_name': 'Woodland, Gary', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 97, 'dg_id': 23604, 'dg_skill_estimate': 0.366176191111922, 'owgr_rank': 27, 'player_name': 'Clark, Wyndham', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 98, 'dg_id': 16243, 'dg_skill_estimate': 0.358186911340685, 'owgr_rank': 425, 'player_name': 'Koepka, Brooks', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 99, 'dg_id': 27774, 'dg_skill_estimate': 0.3517019515839, 'owgr_rank': 192, 'player_name': 'Gotterup, Chris', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'RSA', 'datagolf_rank': 100, 'dg_id': 7672, 'dg_skill_estimate': 0.348626010685078, 'owgr_rank': 356, 'player_name': 'Oosthuizen, Louis', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 101, 'dg_id': 7108, 'dg_skill_estimate': 0.34521340528799, 'owgr_rank': 501, 'player_name': 'Casey, Paul', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ARG', 'datagolf_rank': 102, 'dg_id': 12808, 'dg_skill_estimate': 0.341916682383909, 'owgr_rank': 150, 'player_name': 'Grillo, Emiliano', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 103, 'dg_id': 18580, 'dg_skill_estimate': 0.338341810090094, 'owgr_rank': 501, 'player_name': 'Gooch, Talor', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 104, 'dg_id': 18586, 'dg_skill_estimate': 0.326511106798909, 'owgr_rank': 110, 'player_name': 'Smith, Jordan', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'IRL', 'datagolf_rank': 105, 'dg_id': 10104, 'dg_skill_estimate': 0.317671011037713, 'owgr_rank': 131, 'player_name': 'Power, Seamus', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 106, 'dg_id': 19396, 'dg_skill_estimate': 0.312763451167228, 'owgr_rank': 96, 'player_name': 'Knapp, Jake', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 107, 'dg_id': 23505, 'dg_skill_estimate': 0.311785102713428, 'owgr_rank': 85, 'player_name': 'McGreevy, Max', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 108, 'dg_id': 16715, 'dg_skill_estimate': 0.310556193800535, 'owgr_rank': 158, 'player_name': 'Ryder, Sam', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'RSA', 'datagolf_rank': 109, 'dg_id': 7398, 'dg_skill_estimate': 0.302963510028153, 'owgr_rank': 397, 'player_name': 'Schwartzel, Charl', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'COL', 'datagolf_rank': 110, 'dg_id': 22833, 'dg_skill_estimate': 0.295004159207071, 'owgr_rank': 55, 'player_name': 'Echavarria, Nico', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'KOR', 'datagolf_rank': 111, 'dg_id': 24766, 'dg_skill_estimate': 0.2930647407859, 'owgr_rank': 52, 'player_name': 'Kim, Tom', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'BEL', 'datagolf_rank': 112, 'dg_id': 13944, 'dg_skill_estimate': 0.284457764250639, 'owgr_rank': 501, 'player_name': 'Pieters, Thomas', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'FRA', 'datagolf_rank': 113, 'dg_id': 20730, 'dg_skill_estimate': 0.280007455142241, 'owgr_rank': 99, 'player_name': 'Perez, Victor', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 114, 'dg_id': 6516, 'dg_skill_estimate': 0.279340225777579, 'owgr_rank': 501, 'player_name': 'Bland, Richard', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'SWE', 'datagolf_rank': 115, 'dg_id': 11657, 'dg_skill_estimate': 0.271590443413847, 'owgr_rank': 175, 'player_name': 'Norlander, Henrik', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'MEX', 'datagolf_rank': 116, 'dg_id': 18238, 'dg_skill_estimate': 0.265082059895399, 'owgr_rank': 501, 'player_name': 'Ancer, Abraham', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'RSA', 'datagolf_rank': 117, 'dg_id': 17550, 'dg_skill_estimate': 0.255050600536023, 'owgr_rank': 76, 'player_name': 'Van Rooyen, Erik', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'DEN', 'datagolf_rank': 118, 'dg_id': 15676, 'dg_skill_estimate': 0.236426010098002, 'owgr_rank': 106, 'player_name': 'Norgaard, Niklas', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'NIR', 'datagolf_rank': 119, 'dg_id': 22322, 'dg_skill_estimate': 0.235070689346681, 'owgr_rank': 127, 'player_name': 'McKibbin, Tom', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'PHI', 'datagolf_rank': 120, 'dg_id': 23504, 'dg_skill_estimate': 0.232419076623675, 'owgr_rank': 121, 'player_name': 'Hoey, Rico', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'DEN', 'datagolf_rank': 121, 'dg_id': 23602, 'dg_skill_estimate': 0.228498469889184, 'owgr_rank': 105, 'player_name': 'Hojgaard, Nicolai', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 122, 'dg_id': 18424, 'dg_skill_estimate': 0.228094494998288, 'owgr_rank': 178, 'player_name': 'Roy, Kevin', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 123, 'dg_id': 26126, 'dg_skill_estimate': 0.221096503870198, 'owgr_rank': 247, 'player_name': 'Meissner, Mitchell', 'primary_tour': 'KFT'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'VEN', 'datagolf_rank': 124, 'dg_id': 13508, 'dg_skill_estimate': 0.217354699476208, 'owgr_rank': 53, 'player_name': 'Vegas, Jhonattan', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 125, 'dg_id': 6093, 'dg_skill_estimate': 0.214858596196633, 'owgr_rank': 19, 'player_name': 'Rose, Justin', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 126, 'dg_id': 12423, 'dg_skill_estimate': 0.214577312624271, 'owgr_rank': 94, 'player_name': 'Kirk, Chris', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 1, 'country': 'USA', 'datagolf_rank': 127, 'dg_id': 32319, 'dg_skill_estimate': 0.213458111023332, 'owgr_rank': 501, 'player_name': 'Koivun, Jackson', 'primary_tour': 'AM'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'FRA', 'datagolf_rank': 128, 'dg_id': 18770, 'dg_skill_estimate': 0.205891929528695, 'owgr_rank': 137, 'player_name': 'Rozner, Antoine', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'SWE', 'datagolf_rank': 129, 'dg_id': 26850, 'dg_skill_estimate': 0.200698445732417, 'owgr_rank': 120, 'player_name': 'Svensson, Jesper', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 130, 'dg_id': 23014, 'dg_skill_estimate': 0.196683927701277, 'owgr_rank': 38, 'player_name': 'Theegala, Sahith', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'CHN', 'datagolf_rank': 131, 'dg_id': 15310, 'dg_skill_estimate': 0.196418177590795, 'owgr_rank': 100, 'player_name': 'Li, Haotong', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 132, 'dg_id': 24550, 'dg_skill_estimate': 0.19355309140223, 'owgr_rank': 124, 'player_name': 'Ghim, Doug', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ESP', 'datagolf_rank': 133, 'dg_id': 26745, 'dg_skill_estimate': 0.175392415813546, 'owgr_rank': 140, 'player_name': 'Chacarra, Eugenio', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 134, 'dg_id': 26649, 'dg_skill_estimate': 0.171209013804226, 'owgr_rank': 141, 'player_name': 'Thorbjornsen, Michael', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'SCO', 'datagolf_rank': 135, 'dg_id': 21646, 'dg_skill_estimate': 0.161223661294089, 'owgr_rank': 133, 'player_name': 'Ferguson, Ewen', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'JPN', 'datagolf_rank': 136, 'dg_id': 21074, 'dg_skill_estimate': 0.152555546928595, 'owgr_rank': 116, 'player_name': 'Nakajima, Keita', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 137, 'dg_id': 25601, 'dg_skill_estimate': 0.149929959430579, 'owgr_rank': 135, 'player_name': 'Jordan, Matthew', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'KOR', 'datagolf_rank': 138, 'dg_id': 21688, 'dg_skill_estimate': 0.145993352403253, 'owgr_rank': 117, 'player_name': 'Kim, S.H.', 'primary_tour': 'KFT'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 139, 'dg_id': 18628, 'dg_skill_estimate': 0.143927622535048, 'owgr_rank': 109, 'player_name': 'Campbell, Brian', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 140, 'dg_id': 6986, 'dg_skill_estimate': 0.138654385444313, 'owgr_rank': 183, 'player_name': 'Johnson, Zach', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'RSA', 'datagolf_rank': 141, 'dg_id': 26991, 'dg_skill_estimate': 0.137993242840274, 'owgr_rank': 174, 'player_name': 'Schaper, Jayden', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'NED', 'datagolf_rank': 142, 'dg_id': 10158, 'dg_skill_estimate': 0.132470674720641, 'owgr_rank': 200, 'player_name': 'Luiten, Joost', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 143, 'dg_id': 27819, 'dg_skill_estimate': 0.129070192941731, 'owgr_rank': 213, 'player_name': 'Castillo, Ricky', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'FIN', 'datagolf_rank': 144, 'dg_id': 23816, 'dg_skill_estimate': 0.1265921871863, 'owgr_rank': 113, 'player_name': 'Valimaki, Sami', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'IND', 'datagolf_rank': 145, 'dg_id': 12669, 'dg_skill_estimate': 0.119406852953416, 'owgr_rank': 501, 'player_name': 'Lahiri, Anirban', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ITA', 'datagolf_rank': 146, 'dg_id': 11460, 'dg_skill_estimate': 0.117079727145641, 'owgr_rank': 118, 'player_name': 'Manassero, Matteo', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 147, 'dg_id': 27996, 'dg_skill_estimate': 0.115748663662062, 'owgr_rank': 261, 'player_name': 'Cummins, Quade', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 148, 'dg_id': 28469, 'dg_skill_estimate': 0.109406739107055, 'owgr_rank': 65, 'player_name': 'Highsmith, Joe', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 149, 'dg_id': 15470, 'dg_skill_estimate': 0.0812581750051158, 'owgr_rank': 97, 'player_name': 'Hossler, Beau', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ITA', 'datagolf_rank': 150, 'dg_id': 14987, 'dg_skill_estimate': 0.074485832992476, 'owgr_rank': 236, 'player_name': 'Laporta, Francesco', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 151, 'dg_id': 22985, 'dg_skill_estimate': 0.0743402259499122, 'owgr_rank': 173, 'player_name': 'Smotherman, Austin', 'primary_tour': 'KFT'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 152, 'dg_id': 26657, 'dg_skill_estimate': 0.0739572515060372, 'owgr_rank': 151, 'player_name': 'Fisk, Steven', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 153, 'dg_id': 26653, 'dg_skill_estimate': 0.073150554745389, 'owgr_rank': 72, 'player_name': 'Eckroat, Austin', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 154, 'dg_id': 19872, 'dg_skill_estimate': 0.0637359351182271, 'owgr_rank': 57, 'player_name': 'Riley, Davis', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 155, 'dg_id': 14795, 'dg_skill_estimate': 0.0493687586861924, 'owgr_rank': 66, 'player_name': 'Canter, Laurie', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 156, 'dg_id': 25094, 'dg_skill_estimate': 0.0396451540812784, 'owgr_rank': 122, 'player_name': 'Fishburn, Patrick', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'JPN', 'datagolf_rank': 157, 'dg_id': 19729, 'dg_skill_estimate': 0.0379103515932644, 'owgr_rank': 186, 'player_name': 'Kanaya, Takumi', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 158, 'dg_id': 7334, 'dg_skill_estimate': 0.034514659002523, 'owgr_rank': 501, 'player_name': 'Watson, Bubba', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 159, 'dg_id': 28615, 'dg_skill_estimate': 0.0254608960423717, 'owgr_rank': 177, 'player_name': 'Bairstow, Sam', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 160, 'dg_id': 23656, 'dg_skill_estimate': 0.0069954609587461, 'owgr_rank': 166, 'player_name': 'Young, Carson', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'RSA', 'datagolf_rank': 161, 'dg_id': 15229, 'dg_skill_estimate': 0.0069519571774433, 'owgr_rank': 252, 'player_name': 'Stone, Brandon', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 162, 'dg_id': 13764, 'dg_skill_estimate': -0.0002668221339848, 'owgr_rank': 107, 'player_name': 'Parry, John', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 163, 'dg_id': 27183, 'dg_skill_estimate': -0.0004003014144054, 'owgr_rank': 168, 'player_name': 'Salinda, Isaiah', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 164, 'dg_id': 25003, 'dg_skill_estimate': -0.0014251214249952, 'owgr_rank': 191, 'player_name': 'Walker, Danny', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'NOR', 'datagolf_rank': 165, 'dg_id': 21407, 'dg_skill_estimate': -0.0078897884709845, 'owgr_rank': 101, 'player_name': 'Reitan, Kristoffer', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 166, 'dg_id': 15004, 'dg_skill_estimate': -0.0081133639807267, 'owgr_rank': 149, 'player_name': 'Kim, Chan', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'FRA', 'datagolf_rank': 167, 'dg_id': 27811, 'dg_skill_estimate': -0.0105326295424194, 'owgr_rank': 142, 'player_name': 'Couvra, Martin', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 168, 'dg_id': 11357, 'dg_skill_estimate': -0.0142681908237362, 'owgr_rank': 180, 'player_name': 'Uihlein, Peter', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 169, 'dg_id': 11049, 'dg_skill_estimate': -0.017243975284097, 'owgr_rank': 371, 'player_name': 'Simpson, Webb', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'BEL', 'datagolf_rank': 170, 'dg_id': 22002, 'dg_skill_estimate': -0.0174521824213588, 'owgr_rank': 251, 'player_name': 'Dumont De Chassart, Adrien', 'primary_tour': 'KFT'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 171, 'dg_id': 17538, 'dg_skill_estimate': -0.0180397317069403, 'owgr_rank': 92, 'player_name': 'Homa, Max', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 172, 'dg_id': 14509, 'dg_skill_estimate': -0.0191173551445077, 'owgr_rank': 157, 'player_name': 'Dahmen, Joel', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 173, 'dg_id': 12422, 'dg_skill_estimate': -0.0248700722591787, 'owgr_rank': 501, 'player_name': 'Johnson, Dustin', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 174, 'dg_id': 6892, 'dg_skill_estimate': -0.0302384684427259, 'owgr_rank': 501, 'player_name': 'Howell III, Charles', 'primary_tour': 'LIV'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'ENG', 'datagolf_rank': 175, 'dg_id': 22465, 'dg_skill_estimate': -0.0303938302968202, 'owgr_rank': 181, 'player_name': 'Penge, Marco', 'primary_tour': 'EURO'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 176, 'dg_id': 27780, 'dg_skill_estimate': -0.0386313811527778, 'owgr_rank': 170, 'player_name': 'Crowe, Trace', 'primary_tour': 'KFT'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'JPN', 'datagolf_rank': 177, 'dg_id': 20954, 'dg_skill_estimate': -0.0457605334551065, 'owgr_rank': 126, 'player_name': 'Hirata, Kensei', 'primary_tour': 'KFT'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 178, 'dg_id': 17723, 'dg_skill_estimate': -0.0472289472154457, 'owgr_rank': 114, 'player_name': 'Lower, Justin', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'USA', 'datagolf_rank': 179, 'dg_id': 14698, 'dg_skill_estimate': -0.07584252410618, 'owgr_rank': 229, 'player_name': 'Bramlett, Joseph', 'primary_tour': 'PGA'}"
2025-06-09 11:55:54 UTC,anyone ranked outside top 500 in OWGR appear as 501,"{'am': 0, 'country': 'CAN', 'datagolf_rank': 180, 'dg_id': 13965, 'dg_skill_estimate': -0.0875251451089064, 'owgr_rank': 102, 'player_name': 'Hadwin, Adam', 'primary_tour': 'PGA'}"
