current_season,schedule,tour
2025,"{'course': 'The Club at Chatham Hills', 'course_key': '31', 'event_id': '51', 'event_name': 'Indianapolis', 'latitude': 40.082, 'location': 'Westfield, IN', 'longitude': -86.139, 'start_date': '2025-08-15', 'tour': 'alt (liv golf)'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'The Belfry', 'course_key': 'brabazon course at the belfry', 'event_id': 'TBD', 'event_name': 'Betfred British Masters hosted by Sir Nick Faldo', 'latitude': 52.554, 'location': 'Sutton Coldfield, England', 'longitude': -1.734, 'start_date': '2025-08-21', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'East Lake Golf Club', 'course_key': '933', 'event_id': 60, 'event_name': 'TOUR Championship', 'latitude': 33.743, 'location': 'Atlanta, GA', 'longitude': -84.303, 'start_date': '2025-08-21', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Crans-sur-Sierre GC', 'course_key': 'crans-sur-sierre gc', 'event_id': 'TBD', 'event_name': 'Omega European Masters', 'latitude': 46.304, 'location': 'Crans-Montana, Switzerland', 'longitude': 7.468, 'start_date': '2025-08-28', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'The K Club', 'course_key': 'k club', 'event_id': 'TBD', 'event_name': 'Amgen Irish Open', 'latitude': 53.307, 'location': 'Straffan, Ireland', 'longitude': -6.625, 'start_date': '2025-09-04', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Wentworth Club', 'course_key': 'wentworth golf club', 'event_id': 'TBD', 'event_name': 'BMW PGA Championship', 'latitude': 51.397, 'location': 'Virgina Water, Surrey, England', 'longitude': -0.596, 'start_date': '2025-09-11', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Silverado Resort (North Course)', 'course_key': '926', 'event_id': 464, 'event_name': 'Procore Championship', 'latitude': 38.349, 'location': 'Napa County, CA', 'longitude': -122.264, 'start_date': '2025-09-11', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Vanderbilt Legends Club', 'course_key': '093', 'event_id': 120, 'event_name': 'Simmons Bank Open for the Snedeker Foundation', 'latitude': 35.95, 'location': 'Franklin, TN', 'longitude': -86.843, 'start_date': '2025-09-11', 'tour': 'kft'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Ohio State University Golf Club - Scarlet Course', 'course_key': '676', 'event_id': 94, 'event_name': ""Nationwide Children's Hospital Championship"", 'latitude': 40.032, 'location': 'Columbus, OH', 'longitude': -83.053, 'start_date': '2025-09-18', 'tour': 'kft'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Golf de Saint-Nom-La-Bretèche', 'course_key': 'golf de saint-nom-la-bretèche', 'event_id': 'TBD', 'event_name': 'FedEx Open de France', 'latitude': 48.852, 'location': 'Saint-Nom-la-Bretèche, France', 'longitude': 2.037, 'start_date': '2025-09-18', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'TBD', 'course_key': '', 'event_id': 468, 'event_name': 'Ryder Cup', 'latitude': '', 'location': '', 'longitude': '', 'start_date': '2025-09-25', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'The Patriot Golf Club', 'course_key': '096', 'event_id': 166, 'event_name': 'Compliance Solutions Championship', 'latitude': 36.239, 'location': 'Owasso, OK', 'longitude': -95.773, 'start_date': '2025-10-02', 'tour': 'kft'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Old Course St. Andrews', 'course_key': 'old course st andrews', 'event_id': 'TBD', 'event_name': 'Alfred Dunhill Links Championship', 'latitude': 56.343, 'location': 'Fife, Scotland', 'longitude': -2.803, 'start_date': '2025-10-02', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'The Country Club of Jackson', 'course_key': '746', 'event_id': 54, 'event_name': 'Sanderson Farms Championship', 'latitude': 32.397, 'location': 'Jackson, MS', 'longitude': -90.098, 'start_date': '2025-10-02', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Club de Campo Villa de Madrid', 'course_key': 'club de campo villa de madrid', 'event_id': 'TBD', 'event_name': 'acciona Open de España presented by Madrid', 'latitude': 40.452, 'location': 'Madrid, Spain', 'longitude': -3.753, 'start_date': '2025-10-09', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Yokohama Country Club', 'course_key': '936', 'event_id': 527, 'event_name': 'Baycurrent Classic', 'latitude': 35.446, 'location': 'Yokohama, Kanagawa, Japan', 'longitude': 139.549, 'start_date': '2025-10-09', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'French Lick Golf Resort - Pete Dye Course', 'course_key': '091', 'event_id': 45, 'event_name': 'Korn Ferry Tour Championship presented by United Leasing & Finance', 'latitude': 38.572, 'location': 'French Lick, IN', 'longitude': -86.64, 'start_date': '2025-10-09', 'tour': 'kft'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Black Desert Resort', 'course_key': '930', 'event_id': 554, 'event_name': 'Black Desert Championship', 'latitude': 37.168, 'location': 'Ivins, UT', 'longitude': -113.653, 'start_date': '2025-10-23', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'TBC', 'course_key': 'tbc', 'event_id': 'TBD', 'event_name': 'Genesis Championship', 'latitude': 0.0, 'location': 'Unknown, Earth', 'longitude': 0.0, 'start_date': '2025-10-23', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Yas Links', 'course_key': 'yas links', 'event_id': 'TBD', 'event_name': 'Abu Dhabi Championship', 'latitude': 24.5, 'location': 'Abu Dhabi, UAE', 'longitude': 54.6, 'start_date': '2025-11-06', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'El Cardonal at Diamante', 'course_key': '919', 'event_id': 457, 'event_name': 'World Wide Technology Championship', 'latitude': 22.901, 'location': 'Cabo San Lucas, Mexico', 'longitude': -109.985, 'start_date': '2025-11-06', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Jumeirah Golf Estates', 'course_key': 'jumeirah golf estates', 'event_id': 'TBD', 'event_name': 'DP World Tour Championship', 'latitude': 25.014, 'location': 'Dubai, UAE', 'longitude': 55.184, 'start_date': '2025-11-13', 'tour': 'euro'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Port Royal Golf Course', 'course_key': '765', 'event_id': 528, 'event_name': 'Butterfield Bermuda Championship', 'latitude': 32.261, 'location': 'Southampton, Bermuda', 'longitude': -64.874, 'start_date': '2025-11-13', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Sea Island Golf Club (Seaside Course);Sea Island Golf Club (Plantation Course)', 'course_key': '776;889', 'event_id': 493, 'event_name': 'The RSM Classic', 'latitude': 31.202, 'location': 'Sea Island, GA', 'longitude': -81.332, 'start_date': '2025-11-20', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
2025,"{'course': 'Albany GC', 'course_key': '232', 'event_id': 478, 'event_name': 'Hero World Challenge', 'latitude': 25.004, 'location': 'Albany, The Bahamas', 'longitude': -77.509, 'start_date': '2025-12-04', 'tour': 'pga'}","pga, kft, euro, alt (liv golf)"
