last_updated,players
2025-06-09 16:00:33 UTC,"{'dg_id': 20730, 'driving_acc': 0.03, 'driving_dist': 0.502, 'player_name': 'Perez, Victor', 'sg_app': 0.203, 'sg_arg': -0.197, 'sg_ott': 0.247, 'sg_putt': 0.098, 'sg_total': 0.351}"
2025-06-09 16:00:33 UTC,"{'dg_id': 16243, 'driving_acc': -0.015, 'driving_dist': 6.313, 'player_name': 'Koepka, Brooks', 'sg_app': 0.24, 'sg_arg': -0.077, 'sg_ott': 0.271, 'sg_putt': -0.093, 'sg_total': 0.34}"
2025-06-09 16:00:33 UTC,"{'dg_id': 16283, 'driving_acc': -0.024, 'driving_dist': 4.418, 'player_name': 'Rodgers, Patrick', 'sg_app': -0.125, 'sg_arg': 0.192, 'sg_ott': -0.028, 'sg_putt': 0.298, 'sg_total': 0.337}"
2025-06-09 16:00:33 UTC,"{'dg_id': 7399, 'driving_acc': 0.083, 'driving_dist': -9.473, 'player_name': 'Glover, Lucas', 'sg_app': 0.361, 'sg_arg': 0.084, 'sg_ott': 0.05, 'sg_putt': -0.162, 'sg_total': 0.332}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14704, 'driving_acc': 0.084, 'driving_dist': -20.668, 'player_name': 'Putnam, Andrew', 'sg_app': 0.227, 'sg_arg': 0.32, 'sg_ott': -0.492, 'sg_putt': 0.254, 'sg_total': 0.309}"
2025-06-09 16:00:33 UTC,"{'dg_id': 17550, 'driving_acc': -0.003, 'driving_dist': 5.007, 'player_name': 'Van Rooyen, Erik', 'sg_app': 0.049, 'sg_arg': -0.014, 'sg_ott': 0.223, 'sg_putt': 0.035, 'sg_total': 0.293}"
2025-06-09 16:00:33 UTC,"{'dg_id': 19396, 'driving_acc': -0.062, 'driving_dist': 10.647, 'player_name': 'Knapp, Jake', 'sg_app': 0.044, 'sg_arg': 0.007, 'sg_ott': 0.079, 'sg_putt': 0.162, 'sg_total': 0.292}"
2025-06-09 16:00:33 UTC,"{'dg_id': 23014, 'driving_acc': -0.038, 'driving_dist': 4.621, 'player_name': 'Theegala, Sahith', 'sg_app': 0.162, 'sg_arg': 0.107, 'sg_ott': -0.106, 'sg_putt': 0.119, 'sg_total': 0.282}"
2025-06-09 16:00:33 UTC,"{'dg_id': 15676, 'driving_acc': -0.061, 'driving_dist': 19.666, 'player_name': 'Norgaard, Niklas', 'sg_app': -0.126, 'sg_arg': -0.252, 'sg_ott': 0.531, 'sg_putt': 0.127, 'sg_total': 0.281}"
2025-06-09 16:00:33 UTC,"{'dg_id': 7108, 'driving_acc': 0.048, 'driving_dist': -0.227, 'player_name': 'Casey, Paul', 'sg_app': 0.306, 'sg_arg': 0.038, 'sg_ott': 0.173, 'sg_putt': -0.241, 'sg_total': 0.276}"
2025-06-09 16:00:33 UTC,"{'dg_id': 15310, 'driving_acc': -0.034, 'driving_dist': 9.411, 'player_name': 'Li, Haotong', 'sg_app': 0.371, 'sg_arg': -0.295, 'sg_ott': 0.193, 'sg_putt': 0.007, 'sg_total': 0.275}"
2025-06-09 16:00:33 UTC,"{'dg_id': 5689, 'driving_acc': 0.053, 'driving_dist': 1.508, 'player_name': 'Garcia, Sergio', 'sg_app': -0.089, 'sg_arg': -0.021, 'sg_ott': 0.4, 'sg_putt': -0.019, 'sg_total': 0.271}"
2025-06-09 16:00:33 UTC,"{'dg_id': 24766, 'driving_acc': 0.018, 'driving_dist': -0.381, 'player_name': 'Kim, Tom', 'sg_app': 0.148, 'sg_arg': 0.12, 'sg_ott': -0.069, 'sg_putt': 0.069, 'sg_total': 0.267}"
2025-06-09 16:00:33 UTC,"{'dg_id': 7649, 'driving_acc': -0.019, 'driving_dist': -1.868, 'player_name': 'Leishman, Marc', 'sg_app': 0.343, 'sg_arg': 0.139, 'sg_ott': -0.227, 'sg_putt': 0.007, 'sg_total': 0.262}"
2025-06-09 16:00:33 UTC,"{'dg_id': 18424, 'driving_acc': 0.013, 'driving_dist': 3.743, 'player_name': 'Roy, Kevin', 'sg_app': 0.15, 'sg_arg': -0.027, 'sg_ott': 0.241, 'sg_putt': -0.105, 'sg_total': 0.26}"
2025-06-09 16:00:33 UTC,"{'dg_id': 26745, 'driving_acc': -0.029, 'driving_dist': 5.869, 'player_name': 'Chacarra, Eugenio', 'sg_app': 0.065, 'sg_arg': -0.028, 'sg_ott': 0.218, 'sg_putt': 0.004, 'sg_total': 0.259}"
2025-06-09 16:00:33 UTC,"{'dg_id': 22465, 'driving_acc': -0.037, 'driving_dist': 18.672, 'player_name': 'Penge, Marco', 'sg_app': -0.164, 'sg_arg': -0.248, 'sg_ott': 0.688, 'sg_putt': -0.023, 'sg_total': 0.253}"
2025-06-09 16:00:33 UTC,"{'dg_id': 21074, 'driving_acc': 0.03, 'driving_dist': -0.721, 'player_name': 'Nakajima, Keita', 'sg_app': 0.091, 'sg_arg': -0.052, 'sg_ott': 0.24, 'sg_putt': -0.028, 'sg_total': 0.25}"
2025-06-09 16:00:33 UTC,"{'dg_id': 13508, 'driving_acc': -0.034, 'driving_dist': 11.381, 'player_name': 'Vegas, Jhonattan', 'sg_app': 0.163, 'sg_arg': -0.062, 'sg_ott': 0.36, 'sg_putt': -0.211, 'sg_total': 0.25}"
2025-06-09 16:00:33 UTC,"{'dg_id': 27819, 'driving_acc': 0.003, 'driving_dist': 7.278, 'player_name': 'Castillo, Ricky', 'sg_app': 0.149, 'sg_arg': -0.028, 'sg_ott': 0.322, 'sg_putt': -0.197, 'sg_total': 0.246}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14013, 'driving_acc': 0.012, 'driving_dist': -2.609, 'player_name': 'Tringale, Cameron', 'sg_app': 0.192, 'sg_arg': 0.085, 'sg_ott': -0.17, 'sg_putt': 0.134, 'sg_total': 0.242}"
2025-06-09 16:00:33 UTC,"{'dg_id': 7334, 'driving_acc': 0.018, 'driving_dist': 7.36, 'player_name': 'Watson, Bubba', 'sg_app': -0.276, 'sg_arg': -0.149, 'sg_ott': 0.488, 'sg_putt': 0.176, 'sg_total': 0.239}"
2025-06-09 16:00:33 UTC,"{'dg_id': 26991, 'driving_acc': 0.056, 'driving_dist': -4.235, 'player_name': 'Schaper, Jayden', 'sg_app': -0.098, 'sg_arg': 0.037, 'sg_ott': 0.196, 'sg_putt': 0.102, 'sg_total': 0.237}"
2025-06-09 16:00:33 UTC,"{'dg_id': 18770, 'driving_acc': -0.007, 'driving_dist': 5.805, 'player_name': 'Rozner, Antoine', 'sg_app': 0.378, 'sg_arg': -0.138, 'sg_ott': 0.17, 'sg_putt': -0.185, 'sg_total': 0.225}"
2025-06-09 16:00:33 UTC,"{'dg_id': 12423, 'driving_acc': 0.027, 'driving_dist': -2.861, 'player_name': 'Kirk, Chris', 'sg_app': 0.327, 'sg_arg': 0.041, 'sg_ott': 0.142, 'sg_putt': -0.286, 'sg_total': 0.225}"
2025-06-09 16:00:33 UTC,"{'dg_id': 18238, 'driving_acc': 0.085, 'driving_dist': -6.948, 'player_name': 'Ancer, Abraham', 'sg_app': 0.046, 'sg_arg': -0.15, 'sg_ott': 0.289, 'sg_putt': 0.039, 'sg_total': 0.225}"
2025-06-09 16:00:33 UTC,"{'dg_id': 26657, 'driving_acc': 0.004, 'driving_dist': 7.222, 'player_name': 'Fisk, Steven', 'sg_app': 0.21, 'sg_arg': -0.044, 'sg_ott': 0.33, 'sg_putt': -0.28, 'sg_total': 0.216}"
2025-06-09 16:00:33 UTC,"{'dg_id': 12577, 'driving_acc': -0.017, 'driving_dist': 9.852, 'player_name': 'Woodland, Gary', 'sg_app': 0.175, 'sg_arg': -0.252, 'sg_ott': 0.236, 'sg_putt': 0.054, 'sg_total': 0.213}"
2025-06-09 16:00:33 UTC,"{'dg_id': 21688, 'driving_acc': -0.01, 'driving_dist': 3.511, 'player_name': 'Kim, S.H.', 'sg_app': -0.342, 'sg_arg': 0.091, 'sg_ott': 0.127, 'sg_putt': 0.333, 'sg_total': 0.21}"
2025-06-09 16:00:33 UTC,"{'dg_id': 11657, 'driving_acc': 0.05, 'driving_dist': -6.742, 'player_name': 'Norlander, Henrik', 'sg_app': 0.459, 'sg_arg': -0.128, 'sg_ott': -0.01, 'sg_putt': -0.114, 'sg_total': 0.206}"
2025-06-09 16:00:33 UTC,"{'dg_id': 16715, 'driving_acc': 0.026, 'driving_dist': -5.603, 'player_name': 'Ryder, Sam', 'sg_app': 0.097, 'sg_arg': -0.095, 'sg_ott': -0.041, 'sg_putt': 0.239, 'sg_total': 0.2}"
2025-06-09 16:00:33 UTC,"{'dg_id': 22833, 'driving_acc': 0.028, 'driving_dist': -4.173, 'player_name': 'Echavarria, Nico', 'sg_app': 0.085, 'sg_arg': -0.183, 'sg_ott': 0.013, 'sg_putt': 0.282, 'sg_total': 0.198}"
2025-06-09 16:00:33 UTC,"{'dg_id': 10104, 'driving_acc': 0.03, 'driving_dist': -2.153, 'player_name': 'Power, Seamus', 'sg_app': 0.097, 'sg_arg': 0.071, 'sg_ott': 0.024, 'sg_putt': 0.004, 'sg_total': 0.197}"
2025-06-09 16:00:33 UTC,"{'dg_id': 26653, 'driving_acc': 0.044, 'driving_dist': 0.674, 'player_name': 'Eckroat, Austin', 'sg_app': 0.138, 'sg_arg': -0.252, 'sg_ott': 0.364, 'sg_putt': -0.064, 'sg_total': 0.187}"
2025-06-09 16:00:33 UTC,"{'dg_id': 7672, 'driving_acc': 0.063, 'driving_dist': -8.167, 'player_name': 'Oosthuizen, Louis', 'sg_app': 0.093, 'sg_arg': 0.004, 'sg_ott': 0.008, 'sg_putt': 0.078, 'sg_total': 0.183}"
2025-06-09 16:00:33 UTC,"{'dg_id': 25601, 'driving_acc': -0.006, 'driving_dist': 1.135, 'player_name': 'Jordan, Matthew', 'sg_app': 0.076, 'sg_arg': 0.035, 'sg_ott': 0.059, 'sg_putt': 0.01, 'sg_total': 0.181}"
2025-06-09 16:00:33 UTC,"{'dg_id': 7398, 'driving_acc': -0.014, 'driving_dist': -3.125, 'player_name': 'Schwartzel, Charl', 'sg_app': 0.139, 'sg_arg': 0.095, 'sg_ott': -0.294, 'sg_putt': 0.24, 'sg_total': 0.18}"
2025-06-09 16:00:33 UTC,"{'dg_id': 19729, 'driving_acc': 0.091, 'driving_dist': -10.706, 'player_name': 'Kanaya, Takumi', 'sg_app': -0.182, 'sg_arg': 0.062, 'sg_ott': 0.197, 'sg_putt': 0.081, 'sg_total': 0.158}"
2025-06-09 16:00:33 UTC,"{'dg_id': 27183, 'driving_acc': 0.002, 'driving_dist': 9.005, 'player_name': 'Salinda, Isaiah', 'sg_app': -0.08, 'sg_arg': -0.036, 'sg_ott': 0.374, 'sg_putt': -0.106, 'sg_total': 0.153}"
2025-06-09 16:00:33 UTC,"{'dg_id': 19872, 'driving_acc': -0.045, 'driving_dist': 5.576, 'player_name': 'Riley, Davis', 'sg_app': -0.174, 'sg_arg': 0.14, 'sg_ott': -0.12, 'sg_putt': 0.301, 'sg_total': 0.147}"
2025-06-09 16:00:33 UTC,"{'dg_id': 21407, 'driving_acc': -0.021, 'driving_dist': 10.326, 'player_name': 'Reitan, Kristoffer', 'sg_app': -0.44, 'sg_arg': -0.122, 'sg_ott': 0.382, 'sg_putt': 0.321, 'sg_total': 0.141}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14987, 'driving_acc': 0.056, 'driving_dist': -6.013, 'player_name': 'Laporta, Francesco', 'sg_app': 0.151, 'sg_arg': 0.015, 'sg_ott': 0.173, 'sg_putt': -0.213, 'sg_total': 0.126}"
2025-06-09 16:00:33 UTC,"{'dg_id': 10158, 'driving_acc': 0.065, 'driving_dist': -4.374, 'player_name': 'Luiten, Joost', 'sg_app': 0.156, 'sg_arg': -0.215, 'sg_ott': 0.34, 'sg_putt': -0.158, 'sg_total': 0.123}"
2025-06-09 16:00:33 UTC,"{'dg_id': 22985, 'driving_acc': 0.033, 'driving_dist': 0.237, 'player_name': 'Smotherman, Austin', 'sg_app': 0.198, 'sg_arg': -0.116, 'sg_ott': 0.268, 'sg_putt': -0.229, 'sg_total': 0.121}"
2025-06-09 16:00:33 UTC,"{'dg_id': 12669, 'driving_acc': 0.034, 'driving_dist': -4.925, 'player_name': 'Lahiri, Anirban', 'sg_app': 0.053, 'sg_arg': 0.104, 'sg_ott': 0.028, 'sg_putt': -0.069, 'sg_total': 0.116}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14795, 'driving_acc': 0.035, 'driving_dist': 3.548, 'player_name': 'Canter, Laurie', 'sg_app': 0.103, 'sg_arg': -0.151, 'sg_ott': 0.508, 'sg_putt': -0.347, 'sg_total': 0.113}"
2025-06-09 16:00:33 UTC,"{'dg_id': 25094, 'driving_acc': -0.015, 'driving_dist': 5.679, 'player_name': 'Fishburn, Patrick', 'sg_app': 0.029, 'sg_arg': -0.125, 'sg_ott': 0.315, 'sg_putt': -0.113, 'sg_total': 0.106}"
2025-06-09 16:00:33 UTC,"{'dg_id': 17538, 'driving_acc': -0.021, 'driving_dist': 3.539, 'player_name': 'Homa, Max', 'sg_app': -0.197, 'sg_arg': 0.048, 'sg_ott': -0.002, 'sg_putt': 0.236, 'sg_total': 0.085}"
2025-06-09 16:00:33 UTC,"{'dg_id': 28615, 'driving_acc': -0.009, 'driving_dist': 5.307, 'player_name': 'Bairstow, Sam', 'sg_app': -0.074, 'sg_arg': -0.145, 'sg_ott': 0.223, 'sg_putt': 0.077, 'sg_total': 0.081}"
2025-06-09 16:00:33 UTC,"{'dg_id': 15470, 'driving_acc': -0.053, 'driving_dist': 1.634, 'player_name': 'Hossler, Beau', 'sg_app': -0.167, 'sg_arg': 0.363, 'sg_ott': -0.358, 'sg_putt': 0.238, 'sg_total': 0.076}"
2025-06-09 16:00:33 UTC,"{'dg_id': 16602, 'driving_acc': 0.002, 'driving_dist': 5.845, 'player_name': 'Varner III, Harold', 'sg_app': 0.156, 'sg_arg': 0.009, 'sg_ott': 0.327, 'sg_putt': -0.416, 'sg_total': 0.076}"
2025-06-09 16:00:33 UTC,"{'dg_id': 6169, 'driving_acc': 0.046, 'driving_dist': -13.999, 'player_name': 'Kuchar, Matt', 'sg_app': 0.029, 'sg_arg': 0.223, 'sg_ott': -0.341, 'sg_putt': 0.144, 'sg_total': 0.055}"
2025-06-09 16:00:33 UTC,"{'dg_id': 28469, 'driving_acc': 0.002, 'driving_dist': -0.155, 'player_name': 'Highsmith, Joe', 'sg_app': -0.126, 'sg_arg': 0.019, 'sg_ott': -0.027, 'sg_putt': 0.184, 'sg_total': 0.05}"
2025-06-09 16:00:33 UTC,"{'dg_id': 12422, 'driving_acc': -0.005, 'driving_dist': 7.667, 'player_name': 'Johnson, Dustin', 'sg_app': 0.029, 'sg_arg': -0.12, 'sg_ott': 0.318, 'sg_putt': -0.183, 'sg_total': 0.043}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14698, 'driving_acc': -0.043, 'driving_dist': 12.003, 'player_name': 'Bramlett, Joseph', 'sg_app': 0.18, 'sg_arg': 0.039, 'sg_ott': 0.287, 'sg_putt': -0.464, 'sg_total': 0.042}"
2025-06-09 16:00:33 UTC,"{'dg_id': 17786, 'driving_acc': -0.043, 'driving_dist': 5.191, 'player_name': 'Davis, Cam', 'sg_app': -0.05, 'sg_arg': 0.116, 'sg_ott': -0.03, 'sg_putt': 0.006, 'sg_total': 0.042}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14509, 'driving_acc': 0.069, 'driving_dist': -5.495, 'player_name': 'Dahmen, Joel', 'sg_app': 0.336, 'sg_arg': -0.106, 'sg_ott': 0.18, 'sg_putt': -0.381, 'sg_total': 0.029}"
2025-06-09 16:00:33 UTC,"{'dg_id': 23482, 'driving_acc': 0.034, 'driving_dist': -7.378, 'player_name': 'Sigg, Greyson', 'sg_app': 0.201, 'sg_arg': 0.086, 'sg_ott': -0.042, 'sg_putt': -0.232, 'sg_total': 0.013}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14655, 'driving_acc': -0.008, 'driving_dist': 5.745, 'player_name': 'Murray, Grayson', 'sg_app': 0.035, 'sg_arg': -0.056, 'sg_ott': 0.149, 'sg_putt': -0.117, 'sg_total': 0.011}"
2025-06-09 16:00:33 UTC,"{'dg_id': 23656, 'driving_acc': 0.075, 'driving_dist': -5.988, 'player_name': 'Young, Carson', 'sg_app': -0.006, 'sg_arg': -0.227, 'sg_ott': 0.204, 'sg_putt': 0.03, 'sg_total': 0.001}"
2025-06-09 16:00:33 UTC,"{'dg_id': 18761, 'driving_acc': -0.052, 'driving_dist': 11.912, 'player_name': 'Mullinax, Trey', 'sg_app': -0.111, 'sg_arg': -0.104, 'sg_ott': 0.288, 'sg_putt': -0.072, 'sg_total': -0.0}"
2025-06-09 16:00:33 UTC,"{'dg_id': 6516, 'driving_acc': 0.059, 'driving_dist': -12.174, 'player_name': 'Bland, Richard', 'sg_app': 0.312, 'sg_arg': 0.025, 'sg_ott': -0.238, 'sg_putt': -0.1, 'sg_total': -0.001}"
2025-06-09 16:00:33 UTC,"{'dg_id': 11460, 'driving_acc': 0.01, 'driving_dist': -12.502, 'player_name': 'Manassero, Matteo', 'sg_app': 0.183, 'sg_arg': 0.263, 'sg_ott': -0.56, 'sg_putt': 0.108, 'sg_total': -0.006}"
2025-06-09 16:00:33 UTC,"{'dg_id': 27996, 'driving_acc': -0.023, 'driving_dist': 0.519, 'player_name': 'Cummins, Quade', 'sg_app': -0.114, 'sg_arg': -0.077, 'sg_ott': 0.007, 'sg_putt': 0.17, 'sg_total': -0.014}"
2025-06-09 16:00:33 UTC,"{'dg_id': 22002, 'driving_acc': -0.042, 'driving_dist': 4.96, 'player_name': 'Dumont De Chassart, Adrien', 'sg_app': -0.15, 'sg_arg': -0.027, 'sg_ott': 0.009, 'sg_putt': 0.145, 'sg_total': -0.022}"
2025-06-09 16:00:33 UTC,"{'dg_id': 11049, 'driving_acc': -0.004, 'driving_dist': -1.051, 'player_name': 'Simpson, Webb', 'sg_app': -0.037, 'sg_arg': 0.296, 'sg_ott': -0.23, 'sg_putt': -0.064, 'sg_total': -0.036}"
2025-06-09 16:00:33 UTC,"{'dg_id': 17032, 'driving_acc': -0.049, 'driving_dist': 12.298, 'player_name': 'Tosti, Alejandro', 'sg_app': -0.035, 'sg_arg': 0.036, 'sg_ott': 0.274, 'sg_putt': -0.312, 'sg_total': -0.037}"
2025-06-09 16:00:33 UTC,"{'dg_id': 23816, 'driving_acc': -0.004, 'driving_dist': -1.961, 'player_name': 'Valimaki, Sami', 'sg_app': -0.029, 'sg_arg': -0.069, 'sg_ott': -0.288, 'sg_putt': 0.343, 'sg_total': -0.043}"
2025-06-09 16:00:33 UTC,"{'dg_id': 15475, 'driving_acc': 0.042, 'driving_dist': -6.635, 'player_name': 'Pan, C.T.', 'sg_app': -0.041, 'sg_arg': 0.186, 'sg_ott': -0.082, 'sg_putt': -0.107, 'sg_total': -0.044}"
2025-06-09 16:00:33 UTC,"{'dg_id': 6892, 'driving_acc': -0.017, 'driving_dist': 0.693, 'player_name': 'Howell III, Charles', 'sg_app': 0.066, 'sg_arg': 0.146, 'sg_ott': -0.066, 'sg_putt': -0.209, 'sg_total': -0.063}"
2025-06-09 16:00:33 UTC,"{'dg_id': 30445, 'driving_acc': -0.013, 'driving_dist': 11.129, 'player_name': 'Ayora, Angel', 'sg_app': -0.166, 'sg_arg': -0.07, 'sg_ott': 0.397, 'sg_putt': -0.225, 'sg_total': -0.064}"
2025-06-09 16:00:33 UTC,"{'dg_id': 13997, 'driving_acc': 0.045, 'driving_dist': -6.807, 'player_name': 'Svensson, Adam', 'sg_app': 0.133, 'sg_arg': 0.091, 'sg_ott': -0.023, 'sg_putt': -0.266, 'sg_total': -0.065}"
2025-06-09 16:00:33 UTC,"{'dg_id': 13764, 'driving_acc': 0.027, 'driving_dist': -8.288, 'player_name': 'Parry, John', 'sg_app': 0.269, 'sg_arg': 0.009, 'sg_ott': -0.102, 'sg_putt': -0.242, 'sg_total': -0.066}"
2025-06-09 16:00:33 UTC,"{'dg_id': 24342, 'driving_acc': -0.048, 'driving_dist': 7.591, 'player_name': 'Higgo, Garrick', 'sg_app': -0.192, 'sg_arg': -0.053, 'sg_ott': 0.057, 'sg_putt': 0.11, 'sg_total': -0.078}"
2025-06-09 16:00:33 UTC,"{'dg_id': 23733, 'driving_acc': 0.023, 'driving_dist': 2.34, 'player_name': 'Lacroix, Frederic', 'sg_app': 0.035, 'sg_arg': -0.1, 'sg_ott': 0.302, 'sg_putt': -0.32, 'sg_total': -0.083}"
2025-06-09 16:00:33 UTC,"{'dg_id': 22736, 'driving_acc': 0.006, 'driving_dist': 5.705, 'player_name': 'Rosenmueller, Thomas', 'sg_app': 0.043, 'sg_arg': -0.227, 'sg_ott': 0.337, 'sg_putt': -0.239, 'sg_total': -0.086}"
2025-06-09 16:00:33 UTC,"{'dg_id': 22087, 'driving_acc': -0.04, 'driving_dist': 4.59, 'player_name': 'Paul, Jeremy', 'sg_app': -0.07, 'sg_arg': -0.083, 'sg_ott': 0.088, 'sg_putt': -0.023, 'sg_total': -0.088}"
2025-06-09 16:00:33 UTC,"{'dg_id': 27780, 'driving_acc': -0.055, 'driving_dist': 3.626, 'player_name': 'Crowe, Trace', 'sg_app': -0.035, 'sg_arg': 0.071, 'sg_ott': -0.203, 'sg_putt': 0.079, 'sg_total': -0.089}"
2025-06-09 16:00:33 UTC,"{'dg_id': 17723, 'driving_acc': 0.019, 'driving_dist': -4.703, 'player_name': 'Lower, Justin', 'sg_app': -0.052, 'sg_arg': -0.144, 'sg_ott': -0.02, 'sg_putt': 0.12, 'sg_total': -0.096}"
2025-06-09 16:00:33 UTC,"{'dg_id': 6093, 'driving_acc': -0.003, 'driving_dist': -0.635, 'player_name': 'Rose, Justin', 'sg_app': 0.022, 'sg_arg': 0.029, 'sg_ott': -0.191, 'sg_putt': 0.042, 'sg_total': -0.098}"
2025-06-09 16:00:33 UTC,"{'dg_id': 25003, 'driving_acc': -0.056, 'driving_dist': 7.352, 'player_name': 'Walker, Danny', 'sg_app': 0.005, 'sg_arg': -0.015, 'sg_ott': -0.065, 'sg_putt': -0.023, 'sg_total': -0.098}"
2025-06-09 16:00:33 UTC,"{'dg_id': 26193, 'driving_acc': -0.017, 'driving_dist': 3.168, 'player_name': 'Ding, Wenyi', 'sg_app': -0.298, 'sg_arg': 0.063, 'sg_ott': 0.165, 'sg_putt': -0.037, 'sg_total': -0.107}"
2025-06-09 16:00:33 UTC,"{'dg_id': 15229, 'driving_acc': -0.013, 'driving_dist': 4.157, 'player_name': 'Stone, Brandon', 'sg_app': -0.086, 'sg_arg': -0.136, 'sg_ott': 0.1, 'sg_putt': 0.012, 'sg_total': -0.11}"
2025-06-09 16:00:33 UTC,"{'dg_id': 24304, 'driving_acc': -0.046, 'driving_dist': 8.836, 'player_name': 'Vilips, Karl', 'sg_app': 0.114, 'sg_arg': -0.143, 'sg_ott': 0.11, 'sg_putt': -0.195, 'sg_total': -0.115}"
2025-06-09 16:00:33 UTC,"{'dg_id': 15004, 'driving_acc': 0.002, 'driving_dist': -0.878, 'player_name': 'Kim, Chan', 'sg_app': 0.046, 'sg_arg': 0.134, 'sg_ott': -0.202, 'sg_putt': -0.098, 'sg_total': -0.121}"
2025-06-09 16:00:33 UTC,"{'dg_id': 11019, 'driving_acc': 0.031, 'driving_dist': 4.512, 'player_name': 'Steele, Brendan', 'sg_app': 0.232, 'sg_arg': -0.112, 'sg_ott': 0.351, 'sg_putt': -0.599, 'sg_total': -0.128}"
2025-06-09 16:00:33 UTC,"{'dg_id': 27900, 'driving_acc': -0.065, 'driving_dist': 24.874, 'player_name': 'Potgieter, Aldrich', 'sg_app': -0.237, 'sg_arg': -0.41, 'sg_ott': 0.572, 'sg_putt': -0.057, 'sg_total': -0.133}"
2025-06-09 16:00:33 UTC,"{'dg_id': 14792, 'driving_acc': 0.02, 'driving_dist': -0.058, 'player_name': 'Saddier, Adrien', 'sg_app': 0.032, 'sg_arg': -0.138, 'sg_ott': 0.148, 'sg_putt': -0.182, 'sg_total': -0.14}"
2025-06-09 16:00:33 UTC,"{'dg_id': 19190, 'driving_acc': 0.0, 'driving_dist': -1.583, 'player_name': 'Hoshino, Rikuya', 'sg_app': -0.194, 'sg_arg': 0.005, 'sg_ott': -0.073, 'sg_putt': 0.12, 'sg_total': -0.142}"
2025-06-09 16:00:33 UTC,"{'dg_id': 18628, 'driving_acc': 0.064, 'driving_dist': -21.399, 'player_name': 'Campbell, Brian', 'sg_app': 0.1, 'sg_arg': 0.126, 'sg_ott': -0.605, 'sg_putt': 0.234, 'sg_total': -0.144}"
2025-06-09 16:00:33 UTC,"{'dg_id': 25362, 'driving_acc': -0.035, 'driving_dist': 4.817, 'player_name': 'Fitzpatrick, Alex', 'sg_app': -0.096, 'sg_arg': 0.116, 'sg_ott': -0.004, 'sg_putt': -0.163, 'sg_total': -0.147}"
2025-06-09 16:00:33 UTC,"{'dg_id': 28159, 'driving_acc': -0.01, 'driving_dist': -1.96, 'player_name': 'Meissner, Mac', 'sg_app': 0.131, 'sg_arg': 0.073, 'sg_ott': -0.303, 'sg_putt': -0.055, 'sg_total': -0.154}"
2025-06-09 16:00:33 UTC,"{'dg_id': 13965, 'driving_acc': 0.0, 'driving_dist': -1.27, 'player_name': 'Hadwin, Adam', 'sg_app': -0.114, 'sg_arg': 0.092, 'sg_ott': -0.165, 'sg_putt': 0.031, 'sg_total': -0.156}"
2025-06-09 16:00:33 UTC,"{'dg_id': 20522, 'driving_acc': -0.022, 'driving_dist': 5.622, 'player_name': 'Veerman, Johannes', 'sg_app': 0.019, 'sg_arg': -0.044, 'sg_ott': 0.156, 'sg_putt': -0.286, 'sg_total': -0.156}"
2025-06-09 16:00:33 UTC,"{'dg_id': 19840, 'driving_acc': 0.023, 'driving_dist': -7.804, 'player_name': 'Ramey, Chad', 'sg_app': -0.19, 'sg_arg': 0.013, 'sg_ott': -0.16, 'sg_putt': 0.164, 'sg_total': -0.173}"
2025-06-09 16:00:33 UTC,"{'dg_id': 10201, 'driving_acc': 0.004, 'driving_dist': 1.918, 'player_name': 'Guerrier, Julien', 'sg_app': -0.408, 'sg_arg': 0.042, 'sg_ott': 0.166, 'sg_putt': 0.023, 'sg_total': -0.177}"
2025-06-09 16:00:33 UTC,"{'dg_id': 24837, 'driving_acc': 0.036, 'driving_dist': -2.299, 'player_name': 'Goodwin, Noah', 'sg_app': -0.189, 'sg_arg': -0.029, 'sg_ott': 0.094, 'sg_putt': -0.058, 'sg_total': -0.182}"
2025-06-09 16:00:33 UTC,"{'dg_id': 27164, 'driving_acc': 0.022, 'driving_dist': -5.557, 'player_name': 'Phillips, Chandler', 'sg_app': -0.02, 'sg_arg': -0.001, 'sg_ott': -0.235, 'sg_putt': 0.066, 'sg_total': -0.19}"
2025-06-09 16:00:33 UTC,"{'dg_id': 21362, 'driving_acc': -0.034, 'driving_dist': 9.575, 'player_name': 'Hillier, Daniel', 'sg_app': 0.022, 'sg_arg': -0.494, 'sg_ott': 0.169, 'sg_putt': 0.108, 'sg_total': -0.195}"
2025-06-09 16:00:33 UTC,"{'dg_id': 6986, 'driving_acc': 0.073, 'driving_dist': -15.419, 'player_name': 'Johnson, Zach', 'sg_app': -0.181, 'sg_arg': 0.079, 'sg_ott': -0.263, 'sg_putt': 0.169, 'sg_total': -0.196}"
2025-06-09 16:00:33 UTC,"{'dg_id': 24185, 'driving_acc': -0.016, 'driving_dist': 7.329, 'player_name': 'Mansell, Richard', 'sg_app': -0.096, 'sg_arg': -0.059, 'sg_ott': 0.305, 'sg_putt': -0.351, 'sg_total': -0.2}"
